symbol,publishedDate,title,image,site,text,url
CART,2025-05-07 13:20:40,Why Maplebear (CART) Might be Well Poised for a Surge,https://images.financialmodelingprep.com/news/why-maplebear-cart-might-be-well-poised-for-a-20250507.jpg,zacks.com,"Maplebear (CART) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",https://www.zacks.com/stock/news/2464325/why-maplebear-cart-might-be-well-poised-for-a-surge?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_8-2464325
CART,2025-05-07 10:46:01,Is Maplebear Inc. (CART) Stock Outpacing Its Retail-Wholesale Peers This Year?,https://images.financialmodelingprep.com/news/is-maplebear-inc-cart-stock-outpacing-its-retailwholesale-peers-20250507.jpg,zacks.com,Here is how Maplebear (CART) and Compagnie Financiere Richemont AG (CFRUY) have performed compared to their sector so far this year.,https://www.zacks.com/stock/news/2464023/is-maplebear-inc-cart-stock-outpacing-its-retail-wholesale-peers-this-year?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_1-2464023
CART,2025-05-06 12:20:42,Instacart Introduces Alcohol-Focused Fizz App to Tap Gen Z Market,https://images.financialmodelingprep.com/news/instacart-introduces-alcoholfocused-fizz-app-to-tap-gen-z-20250506.jpg,pymnts.com,"Instacart is reportedly rolling out an app targeting Generation Z consumers, centered around group orders of drinks and party snacks.",https://www.pymnts.com/news/retail/2025/instacart-introduces-alcohol-focused-fizz-app-to-tap-gen-z-market/
CART,2025-05-05 09:20:00,Instacart CFO to Participate in Fireside Chat Hosted by J.P. Morgan,https://images.financialmodelingprep.com/news/instacart-cfo-to-participate-in-fireside-chat-hosted-by-20250505.jpg,prnewswire.com,"SAN FRANCISCO , May 5, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART) today announced that Emily Reuter, CFO, will participate in a fireside chat at the J.P. Morgan Global Technology, Media and Communications Conference on Wednesday, May 14, 2025 at 11:20 a.m.",https://www.prnewswire.com/news-releases/instacart-cfo-to-participate-in-fireside-chat-hosted-by-jp-morgan-302445761.html
CART,2025-05-01 22:11:47,Maplebear Inc. (CART) Q1 2025 Earnings Call Transcript,https://images.financialmodelingprep.com/news/maplebear-inc-cart-q1-2025-earnings-call-transcript-20250501.jpg,seekingalpha.com,"Maplebear Inc. (NASDAQ:CART ) Q1 2025 Earnings Call May 1, 2025 5:00 PM ET Company Participants Rebecca Yoshiyama - Investor Relations Fidji Simo - Chief Executive Officer Emily Reuter - Chief Financial Officer Conference Call Participants Colin Sebastian - Baird Nikhil Devnani - Bernstein Bernie McTernan - Needham & Company Deepak Mathivanan - Cantor Fitzgerald Mark Zgutowicz - Benchmark Andrew Boone - Citizens Eric Sheridan - Goldman Sachs Lee Horowitz - Deutsche Bank Jason Helfstein - Oppenheimer Shweta Khajuria - Wolfe Research Miles Jakubiak - KeyBanc Operator Good day and thank you for standing by. Welcome to Instacart's First Quarter 2025 Financial Results Conference Call.",https://seekingalpha.com/article/4780928-maplebear-inc-cart-q1-2025-earnings-call-transcript
CART,2025-05-01 19:06:30,"Compared to Estimates, Maplebear (CART) Q1 Earnings: A Look at Key Metrics",https://images.financialmodelingprep.com/news/compared-to-estimates-maplebear-cart-q1-earnings-a-look-20250501.jpg,zacks.com,"The headline numbers for Maplebear (CART) give insight into how the company performed in the quarter ended March 2025, but it may be worthwhile to compare some of its key metrics to Wall Street estimates and the year-ago actuals.",https://www.zacks.com/stock/news/2460716/compared-to-estimates-maplebear-cart-q1-earnings-a-look-at-key-metrics?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm-2460716
CART,2025-05-01 18:20:39,Maplebear (CART) Misses Q1 Earnings Estimates,https://images.financialmodelingprep.com/news/maplebear-cart-misses-q1-earnings-estimates-20250501.jpg,zacks.com,"Maplebear (CART) came out with quarterly earnings of $0.37 per share, missing the Zacks Consensus Estimate of $0.38 per share. This compares to earnings of $0.43 per share a year ago.",https://www.zacks.com/stock/news/2460591/maplebear-cart-misses-q1-earnings-estimates?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_4-2460591
CART,2025-05-01 16:45:00,Instacart Posts Higher Revenue on Increased Orders,https://images.financialmodelingprep.com/news/instacart-posts-higher-revenue-on-increased-orders-20250501.jpg,wsj.com,"The grocery-delivery company, formally known as Maplebear, saw profit slip in the first quarter as operating expenses increased. Shares rose in after-hours trading.",https://www.wsj.com/business/earnings/instacart-posts-higher-revenue-on-increased-orders-0187e2e8
CART,2025-05-01 16:05:00,Instacart Announces First Quarter 2025 Financial Results,https://images.financialmodelingprep.com/news/instacart-announces-first-quarter-2025-financial-results-20250501.jpg,prnewswire.com,"SAN FRANCISCO , May 1, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART) today released financial results for its first quarter ended March 31, 2025. These financial results are available within Instacart's first quarter 2025 Shareholder Letter, which can be found on the company's Investor Relations website at https://investors.instacart.com/.",https://www.prnewswire.com/news-releases/instacart-announces-first-quarter-2025-financial-results-302444558.html
CART,2025-05-01 10:38:50,Instacart acquires Wynshop to provide tools for grocers and retailers,https://images.financialmodelingprep.com/news/instacart-acquires-wynshop-to-provide-tools-for-grocers-and-20250501.jpg,techcrunch.com,"Grocery-delivery giant Instacart announced Thursday the acquisition of Wynshop, a provider of cloud-based e-commerce solutions for grocers. The deal will help Instacart improve its enterprise solutions, enabling retailers to enhance their online experiences.",https://techcrunch.com/2025/05/01/instacart-acquires-wynshop-to-provide-tools-for-grocers-and-retailers/
CART,2025-05-01 09:00:00,Instacart Acquires Wynshop to Accelerate the Expansion of its Enterprise Technology Solutions,https://images.financialmodelingprep.com/news/instacart-acquires-wynshop-to-accelerate-the-expansion-of-its-20250501.jpg,prnewswire.com,"Acquisition of Wynshop builds upon Instacart ' s retailer relationships, and creates opportunity to bring Instacart ' s full suite of enterprise solutions to Wynshop partners to help them grow their business SAN FRANCISCO , May 1, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART), the leading grocery technology company in North America, today announced its acquisition of Wynshop, a provider of e-commerce solutions for leading grocers and retailers, including Wakefern, Pattison, and more than a dozen more across North America and abroad. The acquisition of Wynshop builds upon Instacart's relationships with retail partners and reinforces Instacart's continued commitment to providing retailers with cutting-edge tools and technologies that help drive their business growth.",https://www.prnewswire.com/news-releases/instacart-acquires-wynshop-to-accelerate-the-expansion-of-its-enterprise-technology-solutions-302443559.html
CART,2025-04-16 19:59:37,Instacart: A Tariff-Resistant Business At A Great Price,https://images.financialmodelingprep.com/news/instacart-a-tariffresistant-business-at-a-great-price-20250416.jpg,seekingalpha.com,"Instacart is a strong buy due to its minimal impact from tariffs, robust growth, and recent stock dip, presenting a buying opportunity. The company is enhancing operational efficiencies, such as multi-store fulfillment and lower delivery minimums, boosting customer satisfaction and GTV. Instacart's advertising revenue, driven by AI personalization, is a significant growth area, contributing to its attractive valuation multiples.",https://seekingalpha.com/article/4775720-instacart-stock-tariff-resistant-business-at-a-great-price
CART,2025-04-15 09:00:00,Balance Powers Embedded Invoicing for Instacart Business Customers,https://images.financialmodelingprep.com/news/balance-powers-embedded-invoicing-for-instacart-business-customers-20250415.jpg,businesswire.com,"NEW YORK--(BUSINESS WIRE)--Balance, a financial infrastructure for B2B commerce, is proud to announce a collaboration with Instacart Business to introduce embedded invoicing as a payment method within the Instacart platform. Instacart Business customers can now apply for invoicing, receive instant credit decisions, and manage payments directly within the app—no redirects or third-party logins. The white-labeled solution gives Instacart full control of the end-to-end user journey, while deliveri.",https://www.businesswire.com/news/home/20250415956369/en/Balance-Powers-Embedded-Invoicing-for-Instacart-Business-Customers/
CART,2025-04-10 09:25:00,"Instacart to Report First Quarter 2025 Financial Results on May 1, 2025",https://images.financialmodelingprep.com/news/instacart-to-report-first-quarter-2025-financial-results-on-20250410.jpg,prnewswire.com,"SAN FRANCISCO , April 10, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART) today announced it will report its first quarter 2025 financial results after market close on Thursday, May 1, 2025. The company's first quarter 2025 Shareholder Letter will be available on Instacart's Investor Relations website at https://investors.instacart.com.",https://www.prnewswire.com/news-releases/instacart-to-report-first-quarter-2025-financial-results-on-may-1-2025-302425383.html
CART,2025-04-08 09:00:00,Instacart and Dierbergs Markets Partner to Launch Same-Day Delivery and Carrot Tags,https://images.financialmodelingprep.com/news/instacart-and-dierbergs-markets-partner-to-launch-sameday-delivery-20250408.jpg,prnewswire.com,"The family-owned grocer is now partnering with Instacart to offer delivery in as fast as an hour across Greater St. Louis and the Lake of the Ozarks, while streamlining order fulfillment through a new electronic shelf label integration SAN FRANCISCO and ST. LOUIS , April 8, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART), the leading grocery technology company in North America, and Dierbergs Markets, a 27-store independent grocer headquartered near St. Louis, Missouri today announced a new partnership to offer same-day delivery in as fast as an hour.",https://www.prnewswire.com/news-releases/instacart-and-dierbergs-markets-partner-to-launch-same-day-delivery-and-carrot-tags-302422832.html
CART,2025-03-27 11:35:47,Instacart to Use AI to Check Grocery Store Inventory,https://images.financialmodelingprep.com/news/instacart-to-use-ai-to-check-grocery-store-inventory-20250327.jpg,pymnts.com,"Instacart unveiled three new features that it said will increase the chances its customers will get the items they order. In the future, these features will also help Instacart's partner retailers and brands get real-time information about whether products are on the shelves, the online grocery marketplace said in a Thursday (March 27) blog post.",https://www.pymnts.com/news/artificial-intelligence/2025/instacart-ai-check-grocery-store-inventory/
CART,2025-03-25 09:00:00,Instacart Expands In-Store Advertising to All Brands on Caper Carts,https://images.financialmodelingprep.com/news/instacart-expands-instore-advertising-to-all-brands-on-caper-20250325.jpg,prnewswire.com,"Brands Can Now Reach Customers Online and In-Store with One Campaign Across the Instacart Ads Ecosystem CPG Brands of All Sizes Including Diana's Bananas, Kettle & Fire, Talking Rain Beverage Company, and Mondelēz's OREO, RITZ, HALLS and Sour Patch Kids are Seeing Results from Syndicating Ads to Caper Carts SAN FRANCISCO , March 25, 2025 /PRNewswire/ -- Instacart (Nasdaq: CART), the leading grocery technology company in North America, today announced that its more than 7,000 brand partners now have access to in-store advertising on Caper Carts, its AI-powered smart carts. Advertisers can now reach and inspire customers online as well as directly in the aisles of grocery stores with a single campaign.",https://www.prnewswire.com/news-releases/instacart-expands-in-store-advertising-to-all-brands-on-caper-carts-302409843.html
CART,2025-03-25 09:00:00,Hy-Vee RedMedia Partners with Instacart to Further Retail Media Capabilities,https://images.financialmodelingprep.com/news/hyvee-redmedia-partners-with-instacart-to-further-retail-media-20250325.jpg,prnewswire.com,"Leading Midwest grocer taps Instacart's Carrot Ads solution to expand retail media advertising for CPG brands SAN FRANCISCO and WEST DES MOINES, Iowa , March 25, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART), the leading grocery technology company in North America, and Hy-Vee, Inc., an employee-owned supermarket chain operating more than 570 business units across nine Midwestern states, today announced that Hy-Vee RedMedia will enhance its advertising capabilities by utilizing Instacart Carrot Ads , creating a more personalized experience across Hy-Vee.com. Instacart's Carrot Ads solution will deliver advertiser demand from more than 7,000 brands, helping Hy-Vee create even more relevant experiences that drive personalized recommendations and product discovery for their customers.",https://www.prnewswire.com/news-releases/hy-vee-redmedia-partners-with-instacart-to-further-retail-media-capabilities-302409812.html
CART,2025-03-24 12:45:29,BABA or CART: Which Is the Better Value Stock Right Now?,https://images.financialmodelingprep.com/news/baba-or-cart-which-is-the-better-value-stock-20250324.jpg,zacks.com,Investors interested in Internet - Commerce stocks are likely familiar with Alibaba (BABA) and Maplebear (CART). But which of these two companies is the best option for those looking for undervalued stocks?,https://www.zacks.com/stock/news/2434258/baba-or-cart-which-is-the-better-value-stock-right-now?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_3-2434258
CART,2025-03-20 09:00:00,Instacart Launches AI-Powered Universal Campaigns for Advertisers,https://images.financialmodelingprep.com/news/instacart-launches-aipowered-universal-campaigns-for-advertisers-20250320.jpg,prnewswire.com,"New automation tools help brands of all sizes create high-performing ad campaigns on Instacart SAN FRANCISCO , March 20, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART), the leading grocery technology company in North America, today announced a suite of new AI-powered automation tools designed to drive ad campaign performance and help brands of all sizes achieve their business goals.  This collection of time-saving tools to drive performance includes AI-powered landing pages, campaign recommendations, product library enhancements, and Universal Campaigns.",https://www.prnewswire.com/news-releases/instacart-launches-ai-powered-universal-campaigns-for-advertisers-302406743.html
CART,2025-03-18 09:22:00,Adonis Partners with Instacart to Support Claims Billing for Instacart Health Nutrition Programs,https://images.financialmodelingprep.com/news/adonis-partners-with-instacart-to-support-claims-billing-for-20250318.jpg,prnewswire.com,"Adonis now supports the leading grocery technology company in North America, streamlining revenue cycle operations for Instacart Health nutrition programs offered through health plans NEW YORK , March 18, 2025 /PRNewswire/ -- Adonis, a leading revenue cycle technology partner, today announced its partnership with Instacart (NASDAQ: CART), the leading grocery technology company in North America, to support billing for health plans that offer Instacart Health nutrition programs to their members. Using Adonis, Instacart will be able to submit claims for these programs in states across the country that offer pathways for nutrition support as part of Medicaid Section 1115 waivers and In Lieu of Services (ILOS) provisions.",https://www.prnewswire.com/news-releases/adonis-partners-with-instacart-to-support-claims-billing-for-instacart-health-nutrition-programs-302404569.html
CART,2025-03-18 09:00:00,"Instacart Launches AI-Powered 'Smart Shop' Technology and New Features to Enhance App Personalization, Making It Easier for Customers to Make Healthier, More Informed Choices",https://images.financialmodelingprep.com/news/instacart-launches-aipowered-smart-shop-technology-and-new-features-20250318.jpg,prnewswire.com,"Instacart now offers more personalized recommendations based on preferences and provides clear nutrition and dietary information at consumers ' fingertips New collaboration with the American Diabetes Association simplifies healthier shopping with expert nutrition guidance, product recommendations, and shoppable recipes to inform and guide consumers SAN FRANCISCO , March 18, 2025 /PRNewswire/ -- Instacart (NASDAQ: CART), the leading grocery technology company in North America, today introduced Smart Shop, which leverages cutting-edge generative AI and machine learning to create a more personalized grocery shopping experience. With Smart Shop, Instacart is making online grocery shopping more intuitive by analyzing customer habits and dietary preferences to surface the most relevant products faster.",https://www.prnewswire.com/news-releases/instacart-launches-ai-powered-smart-shop-technology-and-new-features-to-enhance-app-personalization-making-it-easier-for-customers-to-make-healthier-more-informed-choices-302404520.html
CART,2025-03-13 11:35:39,The Most Expensive Failed Startups of All Time,https://images.financialmodelingprep.com/news/the-most-expensive-failed-startups-of-all-time-20250313.jpg,https://247wallst.com,"In the history of the business world, it should go without saying that far more companies fail than succeed. This is an unfortunate truth, with as many as 20% of new businesses failing in their first year, 50% within 5 years and 65% within 10 years. Only 35% of companies, or around one-third according to the Bureau of Labor Statistics, can celebrate a ten-year mark. Key Points It&#8217;s an unfortunate truth that more startups fail than succeed. The hope is that you don&#8217;t expand too quickly without ensuring a solid business foundation. Sometimes, ideas are too early to market, as Webvan shows, as grocery delivery is now widespread. 4 million Americans are set to retire this year. If you want to join them, click here now to see if you’re behind, or ahead. It only takes a minute. (Sponsor) The most challenging point for some businesses, especially founders and CEOs, is that their failures are very public. It’s one thing to fail and disappoint yourself and your family, but it’s an entirely different thing to fail on a global scale, let go of employees, and see yourself in headlines worldwide. 10. Pets.com Founded: 1998 Defunct: 2000 Amount lost: $110 million Why it failed: An unsustainable business model based on too high shipping costs The Dot-Com Burst The poster child for the dot-com era going bust, Pets.com was a company born in 1998 and with its massive war chest of startup money, it looked to conquer the pet product delivery market. On the positive side, Pets.com saw an influx of customer activity and orders, but company management spent too much on advertising before the company was bringing in enough revenue. As a result, the company went defunct after just two short years and while it may not be the most expensive failed startup, it’s one of the most memorable. 9. Anki Founded: 2010 Defunct: 2019 Amount lost: $205 million Why it failed: High-profile promise that was unable to meet customer expectations Robots For All The promise of Anki was a welcome one as an American robotics and AI startup that manufactured small robots for children. After receiving over $200 million in investments, the hope was that robots like Cozmo and Vector had emotional intelligence, making them a more ideal play “toy” for children. Unfortunately, the company failed to secure its last round of financing and its only place on the market was a palm-size toy that provided gibberish chitchat with children. 8. Abound Solar Founded: 2007 Defunct: 2012 Amount lost: $614 million Why it failed: Unproven technology and high costs were too much for the solar industry Affordable Solar Panels One of two solar startups to rank among the most expensive failed startups of all time, Abound Solar lost its investors almost $614 million over five years. In an industry where price is everything, Abound Solar didn’t have the right technology or at least reliable enough technology to reduce costs low enough to meet customer demand. Separately, this company should be a lesson on not relying too heavily on government subsidies that don’t help businesses avoid marketplace realities. 7. Webvan Founded: 1996 Defunct: 2001 Amount lost: $800 million Why it failed: Didn’t have the correct scale to match an overly ambitious delivery rollout service Groceries To Your Door The idea of door-to-door grocery delivery is a fantastic one that hits all the right spots today with services like Instacart, Shipt, and Walmart+. However, before these services, Webvan tried out a similar business starting in 1999, but it expanded too fast without building up the right amount of demand. Unfortunately, it spent a ton of money without a solid customer base and profits to sustain its quick growth. In other words, Webvan should have tested demand in a few markets before expanding. 6. Theranos Founded: 2003 Defunct: 2018 Amount invested: $700 million &#8211; $1.4 billion Why it failed: Inaccurate and misleading claims about technology Total Fraud Arguably the best-known name on this list, Theranos has become something of the poster-child for failed startups. With hundreds of millions in investments from some of the world’s wealthiest families like the Waltons, Carlos Slim, Betsy Devos, and more, Theranos promised a revolutionary blood-test process. Unfortunately, the technology wasn’t real and the company that was at one time worth $9 billion went up in smoke leaving investors holding the bag on everything and its CEO in jail. 5. Jawbone Founded: 1999 Defunct: 2017 Amount lost: $900 million Why it failed: Failure to properly market and sell its products Not So Wearable Before the Apple Watch helped solidify the wearable market once and for all, Jawbone attempted to do the same thing. Established in 1999, the company was heavily focused on wearables, Bluetooth headphones, and wireless speakers. Venture capitalists poured money into the company, giving it a $3.2 billion evaluation at its peak, but the best Jawbone could manage was only capturing 3% of the market by 2015 before it wound itself down in 2017. 4. Better Place Founded: 2007 Defunct: 2013 Amount lost: $850 &#8211; $900 million Why it failed: Mismanagement, increasing infrastructure costs The Pre-Tesla An electric vehicle startup founded by entrepreneur Shai Agassi in 2007, Better Place was poised to look as big, if not bigger, than Tesla. Raising between $850 and $900 million in capital, the company looked to build battery-swapping stations so users could extend the range of their cars. Unfortunately, infrastructure costs were high and the company couldn’t keep operations going indefinitely. 3. Solyndra Founded: 2005 Defunct: 2011 Amount lost: $1.2 billion Why it failed: Could not compete with conventional solar panel manufacturers The Solar Flare Out One of the most heavily promoted startups of all time, Solyndra seemed so promising that even the Obama administration offered them $535 million in loans alongside $1.2 billion in private fundraising. Unfortunately, timing is everything in the startup world, and Solyndra’s timing couldn’t have been worse in 2011, as prices tanked for many of the materials it needed to make its panels. As a result, the company folded and the hope for widespread solar technology along with it. 2. LeSports Founded: 2014 Defunct: 2017 Amount lost: $1.7 billion Why it failed: LeSports faced financial mismanagement while overpaying for broadcasting rights Streaming Failures With an investment of $1.7 billion, LeSports was poised to dominate the Hong Kong sports streaming industry. Backed by a cadre of big investors, the company suffered from poor management and aggressive expansion that left it unable to pay rent on its buildings at one point. The biggest lesson here is to ensure a sustainable revenue model before going to market and not to expand too quickly without ensuring profitability first. 1. Quibi Founded: 2018 Defunct: 2020 Amount lost: $1.75 billion Why it failed: Niche, mobile-only content didn’t resonate with the audience Most Expensive Of All-Time Widely considered the most expensive failed start-up of all time, Quibi couldn’t have been in a better place to succeed. With more than $1.75 billion invested, two massively well-known entertainment and business co-founders, Jeffrey Katzenberg and Meg Whitman, the mobile-only short-form content didn’t resonate with audiences. Quibi was too early to market with 10-minute episodes. Unlike TikTok, which is creator-focused, Quibi was too close to traditional television, which was its ultimate downfall. The post The Most Expensive Failed Startups of All Time appeared first on 24/7 Wall St..",https://247wallst.com/companies-and-brands-health-and-healthcare/2025/03/12/the-most-expensive-failed-startups-of-all-time/
CART,2025-03-13 11:02:43,Instacart: The Online Grocery King Deserves A Higher Valuation,https://images.financialmodelingprep.com/news/instacart-the-online-grocery-king-deserves-a-higher-valuation-20250313.jpg,seekingalpha.com,"Instacart's dominant position as the leading online grocery platform in the U.S. creates a solid foundation for future growth. Instacart is uniquely positioned to benefit from a doubling of online grocery penetration, from 15% today to an estimated 30% by 2040, potentially expanding its addressable market to roughly $700–750 billion. Recent financial results further support the thesis of strong commercial momentum, with full year 2024 revenue growing 11% YoY to $3.4 billion, while operating income jumped to $489 million.",https://seekingalpha.com/article/4767232-instacart-the-online-grocery-king-deserves-a-higher-valuation
CART,2025-03-05 15:20:59,Instacart Slashed Its Minimum Order—And Members Started Shopping More Often,https://images.financialmodelingprep.com/news/instacart-slashed-its-minimum-orderand-members-started-shopping-more-20250305.jpg,investopedia.com,Instacart (CART) wanted to get more orders in the door. Its strategy?,https://www.investopedia.com/instacart-slashed-its-minimum-order-and-members-started-shopping-more-often-11691211
CART,2025-03-05 04:41:43,Instacart: Put This In Your Cart Now After The Recent Drop,https://images.financialmodelingprep.com/news/instacart-put-this-in-your-cart-now-after-the-20250305.jpg,seekingalpha.com,"Last week, Instacart stock fell by over 12% after its Q4 report, even though the numbers weren't that bad. Combined with an overall market sell-off, shares are reasonably priced now. The Q4 results showed EPS and GTV growth, but slight revenue and order value misses, along with soft Q1 EBITDA guidance, led to an exaggerated sell-off. Instacart's innovation, competitive positioning in a growing market, and strong financials (including a large cash position, high margins, and lots of free cash flow) position it well for future growth.",https://seekingalpha.com/article/4764762-instacart-put-this-in-your-cart-now-after-the-recent-drop
CART,2025-03-02 10:51:42,Billionaire Brad Gerstner's Altimeter Capital Dumps Largest China Holding and Invests in These 2 Two Top 15 Stocks,https://images.financialmodelingprep.com/news/billionaire-brad-gerstners-altimeter-capital-dumps-largest-china-holding-20250302.jpg,247wallst.com,"Brad Gerstner's hedge fund, Altimeter Capital Management , made 27 moves in the fourth quarter, none more important than closing out its seventh-largest position, KraneShares CSI China Internet ETF (NYSEARCA:KWEB).",https://247wallst.com/investing/2025/03/02/billionaire-brad-gerstners-altimeter-capital-dumps-largest-china-holding-and-invests-in-these-2-two-top-15-stocks/
CART,2025-02-26 16:02:32,"Instacart suffers steepest drop on record after disappointing revenue, lackluster forecast",https://images.financialmodelingprep.com/news/instacart-suffers-steepest-drop-on-record-after-disappointing-revenue-20250226.jpg,cnbc.com,"Instacart shares plummeted 12% on Wednesday, their worst day on record. The grocery delivery company posted a fourth-quarter revenue miss and offered light guidance for the current period.",https://www.cnbc.com/2025/02/26/instacart-suffers-steepest-drop-on-record-after-q4-earnings.html
CART,2025-02-26 14:18:35,"Instacart's Order Growth Accelerates, But Tougher Comparisons Loom in 2025, Says Analyst",https://images.financialmodelingprep.com/news/instacarts-order-growth-accelerates-but-tougher-comparisons-loom-in-20250226.jpg,benzinga.com,Maplebear Inc CART also known as Instacart reported worse-than expected fourth-quarter revenue. The following are the analysts comments on the company's performance.,https://www.benzinga.com/trading-ideas/25/02/43985818/instacarts-order-growth-accelerates-but-tougher-comparisons-loom-in-2025-says-analyst
CART,2025-02-26 10:30:32,"CART's ""Challenging"" Competition, CAVA's Valuation Burst, LOW's Earnings Beat",https://images.financialmodelingprep.com/news/carts-challenging-competition-cavas-valuation-burst-lows-earnings-beat-20250226.jpg,youtube.com,"Instacart's parent company, Maplebear (CART), sold off 10% to start its post-earnings trading day. Diane King Hall attributes the price dip to a ""challenging"" food delivery landscape.",https://www.youtube.com/watch?v=yykcYV-dvMg
